Date,Time,Mode,Category,Subcategory,Type,Amount,Description
2024-04-13,02:30:25,Debit Card,Entertainment,Event,Expense,579.44,Power miss off cover worry ago speech none.
2024-01-11,16:54:50,Cash,Transport,Train,Expense,1953.66,Capital arrive radio.
2022-11-24,21:43:39,Online Payment,Income,Investment,Income,3725.62,Behind require enter let election.
2022-12-25,08:30:04,Debit Card,Shopping,Home Goods,Expense,91.64,Measure apply speech necessary outside describe authority up.
2023-04-26,17:48:21,Debit Card,Income,Investment,Income,1591.17,Meeting make find clearly.
2023-11-26,09:59:29,Online Payment,Income,Freelance,Income,3685.71,Meeting risk side whatever since success mention.
2023-02-10,15:27:03,Credit Card,Transport,Train,Expense,1196.2,Project prepare home ahead perform.
2024-05-24,20:43:20,Credit Card,Shopping,Clothes,Expense,625.45,Against join end activity nature.
2024-01-25,23:46:25,Debit Card,Entertainment,Subscription,Expense,513.2,White account crime fund face fly behavior.
2023-12-11,16:15:46,Online Payment,Transport,Taxi,Expense,924.47,Day memory message beyond a.
2022-07-21,03:37:43,Online Payment,Health,Doctor,Expense,703.1,Piece small feeling perform hear Congress hear.
2023-08-06,19:55:21,Credit Card,Health,Pharmacy,Expense,576.35,Fill thank city today similar much.
2024-03-30,16:19:08,Cash,Utilities,Water,Expense,1392.55,Politics past long turn.
2023-12-29,09:29:30,Debit Card,Entertainment,Subscription,Expense,463.76,Trip Mr information carry drug.
2024-05-21,06:33:15,Online Payment,Utilities,Water,Expense,1794.19,Significant then receive want yet.
2022-10-11,03:56:10,Debit Card,Shopping,Electronics,Expense,1677.49,Water day item couple change whole.
2023-03-05,04:37:37,Credit Card,Income,Salary,Income,2868.67,Maintain anything often standard friend house.
2024-04-15,11:18:35,Credit Card,Shopping,Home Goods,Expense,1305.68,Space heart talk hair just.
2023-12-18,02:09:57,Online Payment,Health,Doctor,Expense,877.68,Commercial we kind degree cup take same series.
2023-08-08,11:56:51,Debit Card,Entertainment,Subscription,Expense,1933.75,Rich room position think.
2024-06-20,22:12:51,Cash,Entertainment,Subscription,Expense,1879.42,Side out agree fall bed sit least.
2024-05-03,14:49:49,Credit Card,Utilities,Water,Expense,606.19,Still eye inside.
2024-06-09,22:52:01,Cash,Health,Doctor,Expense,777.23,Notice this you look fear page.
2023-01-02,22:33:29,Online Payment,Entertainment,Subscription,Expense,938.39,How will else a.
2023-08-04,10:49:08,Credit Card,Food,Restaurant,Expense,1103.71,Decision water explain a.
2023-12-12,01:59:01,Cash,Entertainment,Subscription,Expense,341.8,Likely exist treat along him morning themselves.
2023-07-26,08:13:10,Cash,Food,Groceries,Expense,346.17,Argue draw control five price national these.
2023-04-08,07:15:10,Cash,Income,Salary,Income,3983.55,Public alone join tax development decision.
2023-09-13,19:28:22,Online Payment,Utilities,Internet,Expense,1364.99,Allow move air student.
2023-02-26,05:33:11,Cash,Entertainment,Event,Expense,1901.92,Real individual control must.
2024-06-04,09:14:46,Debit Card,Utilities,Internet,Expense,157.52,Issue before model play young personal share.
2023-12-07,08:41:21,Debit Card,Transport,Taxi,Expense,722.56,Likely beat lay deal.
2024-06-24,04:38:17,Debit Card,Utilities,Electricity,Expense,225.53,North among since red.
2022-07-11,12:25:15,Credit Card,Utilities,Water,Expense,37.48,Difficult nothing throw during stay country process.
2023-02-03,05:15:02,Online Payment,Income,Investment,Income,1694.33,Last along school seem.
2023-04-07,16:58:14,Online Payment,Shopping,Clothes,Expense,996.12,Full always decade tell.
2023-09-17,03:33:11,Credit Card,Income,Investment,Income,2280.64,Interest heavy heart wall too.
2022-12-28,01:59:46,Cash,Food,Restaurant,Expense,1169.29,Attorney blood keep deal wide.
2023-07-07,04:51:21,Debit Card,Income,Investment,Income,814.43,Democrat way industry result life.
2023-02-07,04:44:09,Credit Card,Transport,Train,Expense,1366.72,Share support commercial appear take.
2023-01-31,01:53:53,Debit Card,Utilities,Internet,Expense,739.14,Common trade war beat today kitchen.
2022-07-29,05:59:57,Cash,Utilities,Water,Expense,76.97,Various wall mouth.
2023-06-22,21:08:03,Debit Card,Transport,Gas,Expense,1592.98,Cause talk effort of.
2022-11-07,06:35:01,Cash,Transport,Bus,Expense,1916.19,Change list data agency.
2024-04-28,06:27:30,Cash,Shopping,Clothes,Expense,1949.28,Success remember above surface today.
2024-02-22,19:42:25,Debit Card,Income,Salary,Income,3828.59,All allow read ground those many start class.
2024-06-07,00:51:12,Cash,Income,Salary,Income,763.2,Around evening think else firm example girl.
2023-08-24,05:45:32,Online Payment,Food,Coffee,Expense,263.4,But claim school figure than professor sport.
2024-06-04,21:59:54,Credit Card,Shopping,Clothes,Expense,646.66,Add fire leave economy.
2022-11-09,23:27:44,Debit Card,Food,Groceries,Expense,1008.26,Analysis dog he less success.
2022-10-30,01:25:38,Cash,Utilities,Internet,Expense,16.37,Food during deal type parent account determine beautiful.
2024-01-15,17:12:51,Credit Card,Shopping,Electronics,Expense,424.39,Behavior appear center school thus.
2023-02-18,05:56:04,Online Payment,Shopping,Electronics,Expense,1727.03,Side result perform job little particular individual.
2023-10-16,15:04:55,Debit Card,Transport,Gas,Expense,1653.17,Wonder somebody available carry.
2023-01-01,16:03:12,Credit Card,Entertainment,Movie,Expense,1519.07,Attack I sport audience song military.
2022-07-10,01:22:57,Cash,Health,Gym,Expense,1996.23,Yard perform number free building.
2024-03-28,01:03:57,Online Payment,Health,Pharmacy,Expense,711.22,Make bank mean message across.
2023-10-27,20:02:50,Credit Card,Health,Doctor,Expense,1012.58,Education six represent leave prepare build great.
2023-07-17,23:25:00,Online Payment,Food,Coffee,Expense,666.72,Democratic perform cell threat including sister.
2024-01-05,00:26:57,Debit Card,Utilities,Electricity,Expense,1182.7,Quite authority try owner coach only piece we.
2022-11-23,02:00:40,Debit Card,Entertainment,Movie,Expense,1813.24,Watch set article war rich.
2023-08-14,08:28:07,Cash,Shopping,Electronics,Expense,632.59,Boy month measure treat commercial education exactly.
2024-04-28,17:35:20,Debit Card,Utilities,Electricity,Expense,1548.27,Soon field debate Republican common everybody off.
2023-03-06,13:28:09,Debit Card,Utilities,Internet,Expense,1261.79,Year culture day give just.
2023-10-16,12:08:07,Credit Card,Food,Groceries,Expense,1033.97,Shoulder near painting money.
2024-03-09,05:17:13,Online Payment,Health,Doctor,Expense,1307.76,Although specific image eat art lead within research.
2024-04-09,00:42:56,Debit Card,Utilities,Internet,Expense,440.07,Deal film future federal future sit increase.
2022-11-29,19:37:53,Credit Card,Utilities,Electricity,Expense,1143.95,Art behavior truth be.
2024-01-02,06:24:14,Debit Card,Income,Freelance,Income,1086.03,Moment memory treatment help series population.
2023-03-07,02:00:58,Credit Card,Health,Pharmacy,Expense,1014.41,Cup authority white huge section.
2024-05-22,09:51:49,Debit Card,Health,Pharmacy,Expense,827.73,Available agree film.
2024-06-02,18:48:31,Online Payment,Transport,Taxi,Expense,1052.26,After media least.
2024-01-06,13:37:54,Cash,Food,Groceries,Expense,1513.61,Great fish school it alone.
2023-05-11,20:18:13,Cash,Health,Gym,Expense,344.43,Decade whatever guy case difference media late.
2023-01-24,08:17:59,Online Payment,Shopping,Electronics,Expense,1778.44,Who imagine year apply hand teacher contain.
2022-10-10,06:32:16,Cash,Shopping,Home Goods,Expense,1748.03,Call value drug property.
2023-05-08,05:06:46,Credit Card,Transport,Gas,Expense,910.51,Candidate oil care.
2023-03-07,22:56:55,Credit Card,Transport,Taxi,Expense,234.9,Back marriage list seek a population believe.
2023-08-31,18:19:59,Online Payment,Utilities,Electricity,Expense,1603.58,Southern scientist building fund.
2023-12-21,19:43:55,Online Payment,Transport,Taxi,Expense,898.37,Foreign bring so which beat cost.
2023-03-26,07:42:36,Credit Card,Transport,Taxi,Expense,814.38,Possible best eye church top federal.
2023-07-15,02:58:58,Debit Card,Health,Gym,Expense,1574.23,Treat road college cut machine safe respond.
2023-12-24,03:37:33,Credit Card,Health,Pharmacy,Expense,1325.86,Congress choose pick open sing economy.
2024-02-29,02:25:28,Debit Card,Health,Gym,Expense,1037.62,Actually project them hot.
2024-03-20,15:13:16,Credit Card,Shopping,Clothes,Expense,709.72,System center peace.
2023-03-27,00:42:11,Debit Card,Entertainment,Movie,Expense,1680.26,Character continue during technology site mother and.
2024-06-21,17:29:33,Online Payment,Utilities,Internet,Expense,1157.64,First charge case stop story hour.
2022-11-11,13:18:47,Debit Card,Shopping,Electronics,Expense,1195.53,It get study call sea arm your.
2022-07-18,04:39:31,Credit Card,Utilities,Water,Expense,1319.93,Who skill kid amount nature language amount sometimes.
2023-10-04,15:46:52,Cash,Food,Groceries,Expense,1333.26,Respond building leave happen image our.
2024-05-04,04:30:24,Debit Card,Utilities,Electricity,Expense,1412.44,Act north cold agreement.
2022-12-02,20:17:50,Online Payment,Shopping,Electronics,Expense,1880.89,Contain money pretty expect trouble.
2023-05-19,15:19:45,Cash,Health,Gym,Expense,1011.12,Ball special gun sister article.
2023-02-07,07:22:47,Cash,Food,Groceries,Expense,1728.81,Point together staff.
2023-03-23,19:12:49,Debit Card,Transport,Bus,Expense,1738.9,Allow front house very she keep music believe.
2023-06-29,14:33:56,Cash,Food,Restaurant,Expense,25.18,Truth happen so better appear order pattern.
2022-11-09,07:28:34,Cash,Income,Investment,Income,4361.65,Turn film successful central also floor and available.
2022-07-25,09:41:48,Credit Card,Income,Freelance,Income,2897.52,Special type approach where rather represent professor relationship.
2024-06-30,05:27:23,Debit Card,Utilities,Water,Expense,314.49,Radio cup floor magazine test after.
2023-10-22,16:48:02,Credit Card,Health,Gym,Expense,114.18,Effect white prove other.
2023-04-06,19:07:22,Credit Card,Transport,Taxi,Expense,1056.33,Edge turn who moment later ground.
2023-05-03,04:58:18,Debit Card,Transport,Bus,Expense,1686.15,Onto plant art.
2023-01-03,07:55:00,Cash,Health,Pharmacy,Expense,1750.09,Dinner until foot brother fact nature soon skin.
2022-10-11,10:12:44,Online Payment,Entertainment,Event,Expense,455.91,Against say modern argue.
2024-05-31,08:52:46,Credit Card,Utilities,Water,Expense,834.45,Guess someone person senior end.
2023-12-02,12:13:49,Online Payment,Health,Doctor,Expense,1117.65,Political cost name reason day.
2022-08-30,14:28:35,Credit Card,Income,Salary,Income,4378.66,Religious face write.
2024-04-28,15:09:35,Cash,Food,Restaurant,Expense,88.3,Put measure place administration also.
2023-10-14,15:33:12,Online Payment,Utilities,Electricity,Expense,1246.46,Want bit effort what half administration.
2023-10-29,06:44:51,Online Payment,Entertainment,Subscription,Expense,444.85,Become else measure I direction ago true analysis.
2023-11-19,23:43:27,Debit Card,Entertainment,Subscription,Expense,868.98,Imagine around quality join position.
2023-04-05,04:46:34,Online Payment,Health,Doctor,Expense,1087.36,Agree story fear should treatment physical.
2024-02-15,00:35:10,Debit Card,Utilities,Electricity,Expense,1046.77,Bag including available decision wonder.
2024-02-29,20:53:34,Online Payment,Income,Investment,Income,3263.5,Modern site though good.
2023-09-21,23:36:12,Debit Card,Shopping,Home Goods,Expense,12.65,Republican example meet general.
2023-04-17,22:37:06,Cash,Utilities,Water,Expense,13.74,Four movement hold forward lot.
2023-07-13,05:20:57,Cash,Health,Doctor,Expense,1984.39,Letter hundred edge public notice affect kid.
2024-01-15,18:53:16,Online Payment,Transport,Train,Expense,370.4,Their require special better so stop.
2023-01-13,23:56:03,Online Payment,Health,Pharmacy,Expense,43.21,Who mouth remember keep sport mother civil.
2023-10-08,23:16:19,Online Payment,Shopping,Clothes,Expense,140.81,Style college can few.
2023-03-14,19:41:27,Debit Card,Food,Groceries,Expense,506.83,Race size economic go.
2022-10-06,19:11:54,Cash,Food,Coffee,Expense,776.24,Cost court star early there play organization individual.
2024-05-09,05:20:49,Credit Card,Transport,Taxi,Expense,1540.43,Week hit ten onto which.
2023-10-17,13:10:56,Cash,Shopping,Electronics,Expense,742.99,Wrong admit three probably.
2023-08-09,19:42:03,Credit Card,Shopping,Electronics,Expense,1038.59,Couple candidate poor product each human someone.
2022-11-25,18:55:17,Online Payment,Income,Salary,Income,4861.12,Ground into ok laugh agent dinner serious vote.
2024-05-30,19:33:38,Credit Card,Entertainment,Movie,Expense,410.34,Wait partner environment few foreign modern task.
2023-08-17,02:29:21,Credit Card,Entertainment,Subscription,Expense,381.36,Blue environmental knowledge language cover because.
2022-12-11,16:43:03,Debit Card,Utilities,Internet,Expense,1825.01,Go whatever sometimes especially exactly town.
2022-10-19,04:29:18,Credit Card,Health,Gym,Expense,77.83,Vote number company dream military fact most.
2023-05-30,08:55:22,Online Payment,Food,Coffee,Expense,872.61,East but board low loss trip.
2024-06-23,18:11:44,Credit Card,Food,Restaurant,Expense,871.16,Source how full five five make several.
2022-09-20,07:46:06,Cash,Food,Coffee,Expense,1506.45,Before to push war of.
2024-04-15,03:10:49,Cash,Health,Pharmacy,Expense,282.35,Dinner grow foreign feeling return effect such interesting.
2022-07-25,03:49:26,Credit Card,Shopping,Home Goods,Expense,66.45,Our wrong long character.
2023-03-27,07:41:45,Debit Card,Food,Restaurant,Expense,1447.28,Local concern hair security together foreign.
2024-03-12,04:06:55,Online Payment,Transport,Bus,Expense,922.52,Step learn big.
2023-12-27,18:44:47,Debit Card,Food,Coffee,Expense,1335.84,Former require term them teacher.
2023-05-10,21:31:07,Online Payment,Transport,Bus,Expense,1515.3,Issue so plant.
2023-10-07,23:04:17,Online Payment,Shopping,Electronics,Expense,1771.59,Six can serve top.
2023-07-28,03:27:47,Online Payment,Income,Freelance,Income,3777.67,Another political sea.
2024-04-10,09:05:31,Debit Card,Income,Freelance,Income,4998.33,Paper picture media us risk want year.
2022-10-10,13:05:27,Debit Card,Shopping,Clothes,Expense,1365.88,Project ok mean drop leader step.
2023-08-01,08:23:13,Online Payment,Entertainment,Subscription,Expense,565.92,Area great power generation trial service dog.
2024-01-10,18:16:39,Debit Card,Transport,Gas,Expense,1728.07,Girl attorney friend court doctor.
2023-01-01,07:41:49,Cash,Income,Salary,Income,3430.9,I bag nice too international.
2023-11-24,21:37:49,Debit Card,Food,Groceries,Expense,1963.38,Task soon require idea your.
2022-10-30,01:15:51,Online Payment,Shopping,Clothes,Expense,440.55,Technology daughter any color.
2022-10-09,09:56:31,Cash,Income,Investment,Income,3559.09,Surface evening carry hit physical government figure.
2024-02-20,06:50:55,Online Payment,Entertainment,Subscription,Expense,1484.69,Move writer reason cut possible century finally.
2024-02-10,00:26:54,Cash,Income,Freelance,Income,4165.77,Mean report outside wind difference.
2023-06-03,20:14:32,Credit Card,Entertainment,Movie,Expense,1019.72,Next smile laugh various.
2023-06-05,15:43:19,Credit Card,Health,Gym,Expense,1283.31,Summer region morning resource hair beyond only.
2023-08-27,21:13:15,Online Payment,Health,Pharmacy,Expense,743.62,Citizen again argue my.
2023-12-23,10:18:10,Credit Card,Entertainment,Subscription,Expense,601.54,Tree mean step want citizen reveal.
2023-08-12,06:12:18,Cash,Shopping,Electronics,Expense,583.81,Role enjoy eat me also.
2023-10-01,00:52:00,Online Payment,Food,Coffee,Expense,1759.45,Indicate win task our public.
2024-04-22,02:35:56,Debit Card,Entertainment,Movie,Expense,1896.81,Low offer bit whole add stage.
2024-05-07,15:47:44,Online Payment,Utilities,Water,Expense,185.96,Special appear key candidate strategy truth whatever.
